Ügyfélszám;Ügyfél név;Mobilszám;SIM státusz;Tarifacsomag;Tétel;Díj jellege;Év;Hónap;Kiszámlázott idõszak kezdete;darabszám;árazott perc;adatmennyiség (Mbyte);Egységár;Nettó összeg;Bruttó összeg;;Áfa összege;Kedvezménnyel csökkentett Nettó összeg;Kedvezménnyel csökkentett Bruttó összeg;Kedvezménnyel csökkentett Áfa összeg;Áfa kulcsa
138800;Astra Zeneca Kft. ;205396185;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;99;;787,45;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205396185;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;1;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.05;19;123,87;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.13;1;;;111,4;111,4;141,478;;30,078;111,4;141,478;30,078;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;37;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;30;241,64;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.07;12;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;37;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;43;;516,09;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205396262;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.14;1;;;111,4;111,4;141,478;;30,078;111,4;141,478;30,078;27
138800;Astra Zeneca Kft. ;205396721;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205396721;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205396721;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205396721;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205396721;A;Üzleti elõfizetés             ;Teljeskörû roaming tilt KAC   ;Rendszeres;2019;11;2019.10.26;;;;500;500;635;;135;500;635;135;27
138800;Astra Zeneca Kft. ;205396731;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205396731;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205396731;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205396731;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205396731;A;Üzleti elõfizetés             ;Teljeskörû roaming tilt KAC   ;Rendszeres;2019;11;2019.10.26;;;;500;500;635;;135;500;635;135;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.06;3;;;111,4;334,2;424,434;;90,234;334,2;424,434;90,234;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;67;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;51;282,94;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.03;16;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.01;56;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;116;;3192,02;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205491873;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.04;4;;;111,4;445,6;565,912;;120,312;445,6;565,912;120,312;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Forgalmi;2019;11;2019.10.27;3;1,12;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.10.27;10;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;26;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;25;79,37;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.07;4;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.05;23;;511,91;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.10.27;7;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205504764;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.20;1;6,57;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.05;8;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;56;236,64;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.02;7;53,84;;35,43;1907,31;2422,2837;;514,9737;1907,31;2422,2837;514,9737;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.12;4;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.02;8;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205778592;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;121;;1717,28;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.08;3;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.11;2;5,07;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.19;1;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205793186;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.08;15;;500,12;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205797089;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205797089;A;Üzleti elõfizetés             ;Teljeskörû roaming tilt KAC   ;Rendszeres;2019;11;2019.10.26;;;;500;500;635;;135;500;635;135;27
138800;Astra Zeneca Kft. ;205797089;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205797089;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205797089;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;6;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;34;190,99;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205798223;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;60;;149,7;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;59;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;90;456,19;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.10.30;1;7,2;;127,55;918,36;1166,3172;;247,9572;918,36;1166,3172;247,9572;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.01;22;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;51;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Nemzetközi kedvezmény 40%     ;Forgalmi;2019;11;2019.10.30;;;;-367,34;0;0;;0;-367,34;-466,5218;-99,1818;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;360;;4015,16;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;205831258;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.08;9;46,12;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Forgalmi;2019;11;2019.11.24;20;73,23;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.24;25;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.20;1;;;111,4;111,4;141,478;;30,078;111,4;141,478;30,078;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.22;2;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;36;244,45;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.24;14;;287,55;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.25;8;62;;118,11;7322,82;9299,9814;;1977,1614;7322,82;9299,9814;1977,1614;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.10.29;11;74,25;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Roaming fog.kedv 2-3.zóna     ;Forgalmi;2019;11;2019.11.25;;;;-2929,13;0;0;;0;-2929,13;-3719,9951;-790,8651;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;500 MB Roaming Világ NET Hetij;Egyszeri;2019;11;2019.11.25;;;;;3135,59;3292,3695;;156,7795;3135,59;3292,3695;156,7795;5
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;150;;974,09;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.10.29;3;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108500;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.02;2;;;111,4;222,8;282,956;;60,156;222,8;282,956;60,156;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.10.27;7;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.07;9;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;6;34,64;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.15;2;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;13;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.10.27;3;;44,67;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;209108507;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;166;;1329,23;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.07;32;215,02;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.11;1;;;111,4;111,4;141,478;;30,078;111,4;141,478;30,078;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;59;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;19;77,45;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;8;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;45;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;97;;855,23;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108517;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.06;1;0,42;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.03;36;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.05;11;56,25;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.12;6;;74,15;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.01;1;0,45;;127,55;57,39;72,8853;;15,4953;57,39;72,8853;15,4953;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.08;5;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.10.28;3;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Nemzetközi kedvezmény 40%     ;Forgalmi;2019;11;2019.11.01;;;;-22,96;0;0;;0;-22,96;-29,1592;-6,1992;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;281;;5794,91;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;209108527;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.02;21;106,66;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108600;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.10.30;1;;;111,4;111,4;141,478;;30,078;111,4;141,478;30,078;27
138800;Astra Zeneca Kft. ;209108600;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;37;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;209108600;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.03;45;187,07;;;0;0;;0;0;0;0;27
